ID          Chr    Position
M265         1     8.68750
M266         1     8.71875
M267         1     8.75000
M268         1     8.78125
M269         1     8.84375
M270         1     8.90625
M271         1     8.93750
M272         1     8.96875
M273         1     9.00000
M274         1     9.03125
M275         1     9.06250
M276         1     9.09375
M277         1     9.12500
M278         1     9.15625
M279         1     9.21875
M280         1     9.34375
M281         1     9.37500
M282         1     9.43750
M283         1     9.46875
M284         1     9.53125
M285         1     9.56250
M286         1     9.59375
M287         1     9.62500
M288         1     9.68750
M289         1     9.71875
M290         1     9.75000
M291         1     9.78125
M292         1     9.81250
M293         1     9.84375
M294         1     9.87500
M295         1     9.90625
M296         1     9.93750
M297         1     9.96875
M298         1    10.00000
M299         2     0.00001
M300         2     0.03126
M301         2     0.06251
M302         2     0.09376
M303         2     0.12501
M304         2     0.15626
M305         2     0.18751
M306         2     0.21876
M307         2     0.25001
M308         2     0.28126
M309         2     0.31251
M310         2     0.34376
M311         2     0.37501
M312         2     0.40626
M313         2     0.43751
M314         2     0.46876
M315         2     0.50001
M316         2     0.53126
M317         2     0.59376
M318         2     0.62501
M319         2     0.65626
M320         2     0.68751
M321         2     0.71876
M322         2     0.75001
M323         2     0.78126
M324         2     0.81251
M325         2     0.84376
M326         2     0.87501
M327         2     0.90626
M328         2     0.93751
M329         2     0.96876
M330         2     1.00001
M331         2     1.03126
M332         2     1.06251
M333         2     1.09376
M334         2     1.12501
M335         2     1.15626
M336         2     1.18751
M337         2     1.21876
M338         2     1.25001
M339         2     1.28126
M340         2     1.31251
M341         2     1.34376
M342         2     1.37501
M343         2     1.40626
M344         2     1.43751
M345         2     1.46876
M346         2     1.50001
M347         2     1.53126
M348         2     1.56251
M349         2     1.59376
M350         2     1.62501
M351         2     1.65626
M352         2     1.68751
M353         2     1.71876
M354         2     1.75001
M355         2     1.78126
M356         2     1.81251
M357         2     1.84376
M358         2     1.87501
M359         2     1.90626
M360         2     1.93751
M361         2     1.96876
M362         2     2.00001
M363         2     2.03126
M364         2     2.06251
M365         2     2.09376
M366         2     2.12501
M367         2     2.15626
M368         2     2.18751
M369         2     2.21876
M370         2     2.25001
M371         2     2.28126
M372         2     2.31251
M373         2     2.34376
M374         2     2.37501
M375         2     2.40626
M376         2     2.43751
M377         2     2.46876
M378         2     2.50001
M379         2     2.53126
M380         2     2.56251
M381         2     2.59376
M382         2     2.62501
M383         2     2.65626
M384         2     2.68751
M385         2     2.71876
M386         2     2.75001
M387         2     2.78126
M388         2     2.81251
M389         2     2.84376
M390         2     2.87501
M391         2     2.90626
M392         2     2.93751
M393         2     2.96876
M394         2     3.00001
M395         2     3.03126
M396         2     3.06251
M397         2     3.12501
M398         2     3.15626
M399         2     3.18751
M400         2     3.21876
M401         2     3.25001
M402         2     3.28126
M403         2     3.31251
M404         2     3.34376
M405         2     3.37501
M406         2     3.40626
M407         2     3.43751
M408         2     3.46876
M409         2     3.50001
M410         2     3.53126
M411         2     3.56251
M412         2     3.59376
M413         2     3.62501
M414         2     3.68751
M415         2     3.71876
M416         2     3.75001
M417         2     3.78126
M418         2     3.81251
M419         2     3.87501
M420         2     3.90626
M421         2     3.93751
M422         2     4.00001
M423         2     4.06251
M424         2     4.09376
M425         2     4.12501
M426         2     4.15626
M427         2     4.18751
M428         2     4.21876
M429         2     4.25001
M430         2     4.28126
M431         2     4.31251
M432         2     4.34376
M433         2     4.37501
M434         2     4.40626
M435         2     4.43751
M436         2     4.46876
M437         2     4.50001
M438         2     4.53126
M439         2     4.56251
M440         2     4.59376
M441         2     4.62501
M442         2     4.68751
M443         2     4.71876
M444         2     4.75001
M445         2     4.78126
M446         2     4.81251
M447         2     4.84376
M448         2     4.87501
M449         2     4.90626
M450         2     4.93751
M451         2     4.96876
M452         2     5.00001
M453         2     5.03125
M454         2     5.06250
M455         2     5.12500
M456         2     5.15625
M457         2     5.18750
M458         2     5.25000
M459         2     5.31250
M460         2     5.34375
M461         2     5.37500
M462         2     5.40625
M463         2     5.43750
M464         2     5.46875
M465         2     5.50000
M466         2     5.53125
M467         2     5.56250
M468         2     5.59375
M469         2     5.62500
M470         2     5.65625
M471         2     5.68750
M472         2     5.71875
M473         2     5.75000
M474         2     5.78125
M475         2     5.81250
M476         2     5.84375
M477         2     5.87500
M478         2     5.90625
M479         2     5.93750
M480         2     5.96875
M481         2     6.00000
M482         2     6.03125
M483         2     6.06250
M484         2     6.09375
M485         2     6.12500
M486         2     6.15625
M487         2     6.18750
M488         2     6.21875
M489         2     6.25000
M490         2     6.28125
M491         2     6.31250
M492         2     6.34375
M493         2     6.40625
M494         2     6.43750
M495         2     6.46875
M496         2     6.50000
M497         2     6.53125
M498         2     6.56250
M499         2     6.59375
M500         2     6.62500
M501         2     6.65625
M502         2     6.68750
M503         2     6.71875
M504         2     6.75000
M505         2     6.78125
M506         2     6.81250
M507         2     6.84375
M508         2     6.87500
M509         2     6.90625
M510         2     6.93750
M511         2     6.96875
M512         2     7.00000
M513         2     7.06250
M514         2     7.09375
M515         2     7.12500
M516         2     7.15625
M517         2     7.18750
M518         2     7.25000
M519         2     7.28125
M520         2     7.31250
M521         2     7.34375
M522         2     7.37500
M523         2     7.40625
M524         2     7.43750
M525         2     7.46875
M526         2     7.53125
M527         2     7.56250
M528         2     7.62500
M529         2     7.65625
M530         2     7.68750
M531         2     7.71875
M532         2     7.75000
M533         2     7.78125
M534         2     7.81250
M535         2     7.84375
M536         2     7.87500
M537         2     7.90625
M538         2     7.93750
M539         2     7.96875
M540         2     8.00000
M541         2     8.03125
M542         2     8.06250
M543         2     8.09375
M544         2     8.12500
M545         2     8.15625
M546         2     8.18750
M547         2     8.21875
M548         2     8.25000
M549         2     8.28125
M550         2     8.34375
M551         2     8.37500
M552         2     8.40625
M553         2     8.43750
M554         2     8.46875
M555         2     8.50000
M556         2     8.53125
M557         2     8.56250
M558         2     8.59375
M559         2     8.62500
M560         2     8.65625
M561         2     8.68750
M562         2     8.71875
M563         2     8.75000
M564         2     8.78125
M565         2     8.81250
M566         2     8.84375
M567         2     8.87500
M568         2     8.90625
M569         2     8.93750
M570         2     8.96875
M571         2     9.00000
M572         2     9.03125
M573         2     9.06250
M574         2     9.09375
M575         2     9.12500
M576         2     9.15625
M577         2     9.18750
M578         2     9.21875
M579         2     9.25000
M580         2     9.28125
M581         2     9.31250
M582         2     9.34375
M583         2     9.37500
M584         2     9.40625
M585         2     9.43750
M586         2     9.46875
M587         2     9.50000
M588         2     9.53125
M589         2     9.62500
M590         2     9.65625
M591         2     9.68750
M592         2     9.75000
M593         2     9.78125
M594         2     9.84375
M595         2     9.87500
M596         2     9.90625
M597         2     9.93750
M598         2     9.96875
M599         2    10.00000
M600         3     0.00001
M601         3     0.03126
M602         3     0.06251
M603         3     0.09376
M604         3     0.12501
M605         3     0.15626
M606         3     0.18751
M607         3     0.21876
M608         3     0.25001
M609         3     0.28126
M610         3     0.31251
M611         3     0.34376
M612         3     0.37501
M613         3     0.40626
M614         3     0.43751
M615         3     0.46876
M616         3     0.50001
M617         3     0.53126
M618         3     0.56251
M619         3     0.59376
M620         3     0.62501
M621         3     0.65626
M622         3     0.68751
M623         3     0.75001
M624         3     0.90626
M625         3     0.96876
M626         3     1.00001
M627         3     1.06251
M628         3     1.09376
M629         3     1.15626
M630         3     1.18751
M631         3     1.21876
M632         3     1.25001
M633         3     1.28126
M634         3     1.34376
M635         3     1.37501
M636         3     1.40626
M637         3     1.43751
M638         3     1.50001
M639         3     1.53126
M640         3     1.56251
M641         3     1.59376
M642         3     1.62501
M643         3     1.68751
M644         3     1.71876
M645         3     1.75001
M646         3     1.78126
M647         3     1.81251
M648         3     1.84376
M649         3     1.87501
M650         3     1.90626
M651         3     1.93751
M652         3     1.96876
M653         3     2.00001
M654         3     2.03126
M655         3     2.06251
M656         3     2.09376
M657         3     2.12501
M658         3     2.15626
M659         3     2.18751
M660         3     2.21876
M661         3     2.25001
M662         3     2.34376
M663         3     2.37501
M664         3     2.40626
M665         3     2.43751
M666         3     2.46876
M667         3     2.50001
M668         3     2.56251
M669         3     2.59376
M670         3     2.62501
M671         3     2.65626
M672         3     2.68751
M673         3     2.71876
M674         3     2.75001
M675         3     2.78126
M676         3     2.84376
M677         3     2.87501
M678         3     2.90626
M679         3     2.93751
M680         3     2.96876
M681         3     3.00001
M682         3     3.03126
M683         3     3.06251
M684         3     3.09376
M685         3     3.12501
M686         3     3.15626
M687         3     3.18751
M688         3     3.21876
M689         3     3.25001
M690         3     3.28126
M691         3     3.31251
M692         3     3.37501
M693         3     3.40626
M694         3     3.43751
M695         3     3.46876
M696         3     3.50001
M697         3     3.53126
M698         3     3.56251
M699         3     3.59376
M700         3     3.62501
M701         3     3.65626
M702         3     3.68751
M703         3     3.71876
M704         3     3.75001
M705         3     3.78126
M706         3     3.81251
M707         3     3.84376
M708         3     3.87501
M709         3     3.90626
M710         3     3.93751
M711         3     3.96876
M712         3     4.00001
M713         3     4.03126
M714         3     4.06251
M715         3     4.09376
M716         3     4.12501
M717         3     4.15626
M718         3     4.18751
M719         3     4.21876
M720         3     4.25001
M721         3     4.28126
M722         3     4.31251
M723         3     4.34376
M724         3     4.40626
M725         3     4.43751
M726         3     4.46876
M727         3     4.50001
M728         3     4.53126
M729         3     4.56251
M730         3     4.59376
M731         3     4.62501
M732         3     4.65626
M733         3     4.68751
M734         3     4.71876
M735         3     4.75001
M736         3     4.78126
M737         3     4.81251
M738         3     4.84376
M739         3     4.87501
M740         3     4.90626
M741         3     4.93751
M742         3     4.96876
M743         3     5.00001
M744         3     5.03125
M745         3     5.06250
M746         3     5.09375
M747         3     5.12500
M748         3     5.15625
M749         3     5.18750
M750         3     5.21875
M751         3     5.25000
M752         3     5.28125
M753         3     5.31250
M754         3     5.34375
M755         3     5.37500
M756         3     5.40625
M757         3     5.43750
M758         3     5.46875
M759         3     5.53125
M760         3     5.56250
M761         3     5.59375
M762         3     5.62500
M763         3     5.65625
M764         3     5.71875
M765         3     5.75000
M766         3     5.78125
M767         3     5.81250
M768         3     5.84375
M769         3     5.87500
M770         3     5.90625
M771         3     5.93750
M772         3     5.96875
M773         3     6.00000
M774         3     6.03125
M775         3     6.06250
M776         3     6.09375
M777         3     6.12500
M778         3     6.15625
M779         3     6.18750
M780         3     6.21875
M781         3     6.25000
M782         3     6.28125
M783         3     6.31250
M784         3     6.34375
M785         3     6.37500
M786         3     6.40625
M787         3     6.46875
M788         3     6.50000
M789         3     6.53125
M790         3     6.56250
M791         3     6.59375
M792         3     6.62500
M793         3     6.65625
M794         3     6.68750
M795         3     6.71875
M796         3     6.75000
M797         3     6.78125
M798         3     6.81250
M799         3     6.84375
M800         3     6.87500
M801         3     6.90625
M802         3     6.93750
M803         3     6.96875
M804         3     7.00000
M805         3     7.03125
M806         3     7.06250
M807         3     7.09375
M808         3     7.12500
M809         3     7.15625
M810         3     7.18750
M811         3     7.21875
M812         3     7.25000
M813         3     7.28125
M814         3     7.31250
M815         3     7.34375
M816         3     7.37500
M817         3     7.40625
M818         3     7.43750
M819         3     7.46875
M820         3     7.50000
M821         3     7.53125
M822         3     7.56250
M823         3     7.59375
M824         3     7.62500
M825         3     7.65625
M826         3     7.68750
M827         3     7.71875
M828         3     7.75000
M829         3     7.78125
M830         3     7.81250
M831         3     7.84375
M832         3     7.87500
M833         3     7.90625
M834         3     7.93750
M835         3     7.96875
M836         3     8.00000
M837         3     8.03125
M838         3     8.06250
M839         3     8.09375
M840         3     8.12500
M841         3     8.15625
M842         3     8.18750
M843         3     8.21875
M844         3     8.25000
M845         3     8.28125
M846         3     8.31250
M847         3     8.34375
M848         3     8.37500
M849         3     8.40625
M850         3     8.43750
M851         3     8.46875
M852         3     8.50000
M853         3     8.53125
M854         3     8.56250
M855         3     8.59375
M856         3     8.62500
M857         3     8.65625
M858         3     8.68750
M859         3     8.71875
M860         3     8.75000
M861         3     8.78125
M862         3     8.81250
M863         3     8.84375
M864         3     8.87500
M865         3     8.90625
M866         3     8.93750
M867         3     8.96875
M868         3     9.00000
M869         3     9.03125
M870         3     9.06250
M871         3     9.09375
M872         3     9.12500
M873         3     9.15625
M874         3     9.25000
M875         3     9.31250
M876         3     9.34375
M877         3     9.37500
M878         3     9.40625
M879         3     9.43750
M880         3     9.46875
M881         3     9.50000
M882         3     9.53125
M883         3     9.59375
M884         3     9.62500
M885         3     9.65625
M886         3     9.68750
M887         3     9.71875
M888         3     9.75000
M889         3     9.78125
M890         3     9.81250
M891         3     9.84375
M892         3     9.87500
M893         4     0.00001
M894         4     0.03126
M895         4     0.06251
M896         4     0.09376
M897         4     0.15626
M898         4     0.21876
M899         4     0.25001
M900         4     0.28126
M901         4     0.31251
M902         4     0.37501
M903         4     0.40626
M904         4     0.50001
M905         4     0.53126
M906         4     0.56251
M907         4     0.62501
M908         4     0.65626
M909         4     0.68751
M910         4     0.71876
M911         4     0.75001
M912         4     0.78126
M913         4     0.81251
M914         4     0.84376
M915         4     0.90626
M916         4     0.93751
M917         4     0.96876
M918         4     1.00001
M919         4     1.03126
M920         4     1.06251
M921         4     1.09376
M922         4     1.12501
M923         4     1.15626
M924         4     1.18751
M925         4     1.21876
M926         4     1.25001
M927         4     1.28126
M928         4     1.31251
M929         4     1.34376
M930         4     1.37501
M931         4     1.40626
M932         4     1.43751
M933         4     1.46876
M934         4     1.50001
M935         4     1.53126
M936         4     1.56251
M937         4     1.59376
M938         4     1.62501
M939         4     1.65626
M940         4     1.68751
M941         4     1.71876
M942         4     1.75001
M943         4     1.78126
M944         4     1.81251
M945         4     1.84376
M946         4     1.87501
M947         4     1.90626
M948         4     1.93751
M949         4     1.96876
M950         4     2.00001
M951         4     2.03126
M952         4     2.06251
M953         4     2.09376
M954         4     2.12501
M955         4     2.15626
M956         4     2.18751
M957         4     2.21876
M958         4     2.25001
M959         4     2.28126
M960         4     2.31251
M961         4     2.34376
M962         4     2.37501
M963         4     2.40626
M964         4     2.43751
M965         4     2.46876
M966         4     2.50001
M967         4     2.53126
M968         4     2.56251
M969         4     2.59376
M970         4     2.62501
M971         4     2.65626
M972         4     2.68751
M973         4     2.71876
M974         4     2.75001
M975         4     2.78126
M976         4     2.81251
M977         4     2.84376
M978         4     2.87501
M979         4     2.90626
M980         4     2.93751
M981         4     2.96876
M982         4     3.00001
M983         4     3.03126
M984         4     3.06251
M985         4     3.09376
M986         4     3.12501
M987         4     3.15626
M988         4     3.18751
M989         4     3.21876
M990         4     3.25001
M991         4     3.28126
M992         4     3.31251
M993         4     3.34376
M994         4     3.37501
M995         4     3.40626
M996         4     3.43751
M997         4     3.46876
M998         4     3.50001
M999         4     3.53126
M1000        4     3.56251
M1001        4     3.59376
M1002        4     3.62501
M1003        4     3.65626
M1004        4     3.68751
M1005        4     3.71876
M1006        4     3.78126
M1007        4     3.81251
M1008        4     3.84376
M1009        4     3.90626
M1010        4     3.93751
M1011        4     3.96876
M1012        4     4.00001
M1013        4     4.03126
M1014        4     4.06251
M1015        4     4.09376
M1016        4     4.15626
M1017        4     4.18751
M1018        4     4.21876
M1019        4     4.25001
M1020        4     4.28126
M1021        4     4.31251
M1022        4     4.34376
M1023        4     4.37501
M1024        4     4.40626
M1025        4     4.43751
M1026        4     4.46876
M1027        4     4.50001
M1028        4     4.53126
M1029        4     4.56251
M1030        4     4.59376
M1031        4     4.62501
M1032        4     4.65626
M1033        4     4.68751
M1034        4     4.71876
M1035        4     4.75001
M1036        4     4.78126
M1037        4     4.81251
M1038        4     4.84376
M1039        4     4.90626
M1040        4     4.93751
M1041        4     4.96876
M1042        4     5.00001
M1043        4     5.03125
M1044        4     5.06250
M1045        4     5.09375
M1046        4     5.12500
M1047        4     5.15625
M1048        4     5.18750
M1049        4     5.21875
M1050        4     5.28125
M1051        4     5.31250
M1052        4     5.34375
M1053        4     5.37500
M1054        4     5.40625
M1055        4     5.43750
M1056        4     5.46875
M1057        4     5.50000
M1058        4     5.53125
M1059        4     5.56250
M1060        4     5.59375
M1061        4     5.62500
M1062        4     5.65625
M1063        4     5.71875
M1064        4     5.75000
M1065        4     5.78125
M1066        4     5.81250
M1067        4     5.84375
M1068        4     5.87500
M1069        4     5.90625
M1070        4     5.93750
M1071        4     5.96875
M1072        4     6.00000
M1073        4     6.03125
M1074        4     6.06250
M1075        4     6.09375
M1076        4     6.12500
M1077        4     6.15625
M1078        4     6.18750
M1079        4     6.21875
M1080        4     6.25000
M1081        4     6.28125
M1082        4     6.31250
M1083        4     6.34375
M1084        4     6.37500
M1085        4     6.40625
M1086        4     6.43750
M1087        4     6.50000
M1088        4     6.53125
M1089        4     6.56250
M1090        4     6.59375
M1091        4     6.62500
M1092        4     6.65625
M1093        4     6.68750
M1094        4     6.71875
M1095        4     6.75000
M1096        4     6.78125
M1097        4     6.81250
M1098        4     6.84375
M1099        4     6.87500
M1100        4     6.90625
M1101        4     6.93750
M1102        4     6.96875
M1103        4     7.00000
M1104        4     7.03125
M1105        4     7.06250
M1106        4     7.09375
M1107        4     7.12500
M1108        4     7.15625
M1109        4     7.18750
M1110        4     7.21875
M1111        4     7.25000
M1112        4     7.28125
M1113        4     7.31250
M1114        4     7.34375
M1115        4     7.37500
M1116        4     7.40625
M1117        4     7.43750
M1118        4     7.46875
M1119        4     7.53125
M1120        4     7.56250
M1121        4     7.59375
M1122        4     7.62500
M1123        4     7.65625
M1124        4     7.68750
M1125        4     7.71875
M1126        4     7.75000
M1127        4     7.78125
M1128        4     7.81250
M1129        4     7.84375
M1130        4     7.87500
M1131        4     7.93750
M1132        4     8.00000
M1133        4     8.03125
M1134        4     8.06250
M1135        4     8.09375
M1136        4     8.12500
M1137        4     8.15625
M1138        4     8.18750
M1139        4     8.21875
M1140        4     8.28125
M1141        4     8.31250
M1142        4     8.34375
M1143        4     8.40625
M1144        4     8.43750
M1145        4     8.46875
M1146        4     8.50000
M1147        4     8.53125
M1148        4     8.56250
M1149        4     8.59375
M1150        4     8.62500
M1151        4     8.65625
M1152        4     8.68750
M1153        4     8.71875
M1154        4     8.75000
M1155        4     8.78125
M1156        4     8.81250
M1157        4     8.84375
M1158        4     8.87500
M1159        4     8.96875
M1160        4     9.00000
M1161        4     9.03125
M1162        4     9.06250
M1163        4     9.09375
M1164        4     9.12500
M1165        4     9.15625
M1166        4     9.18750
M1167        4     9.21875
M1168        4     9.25000
M1169        4     9.28125
M1170        4     9.34375
M1171        4     9.37500
M1172        4     9.40625
M1173        4     9.43750
M1174        4     9.46875
M1175        4     9.50000
M1176        4     9.53125
M1177        4     9.56250
M1178        4     9.59375
M1179        4     9.62500
M1180        4     9.68750
M1181        4     9.71875
M1182        4     9.75000
M1183        4     9.81250
M1184        4     9.84375
M1185        4     9.87500
M1186        4     9.90625
M1187        4     9.93750
M1188        4     9.96875
M1189        4    10.00000
M1190        5     0.00001
M1191        5     0.03126
M1192        5     0.06251
M1193        5     0.09376
M1194        5     0.12501
M1195        5     0.15626
M1196        5     0.18751
M1197        5     0.21876
M1198        5     0.25001
M1199        5     0.28126
M1200        5     0.31251
M1201        5     0.34376
M1202        5     0.37501
M1203        5     0.40626
M1204        5     0.43751
M1205        5     0.46876
M1206        5     0.50001
M1207        5     0.53126
M1208        5     0.56251
M1209        5     0.59376
M1210        5     0.62501
M1211        5     0.65626
M1212        5     0.68751
M1213        5     0.71876
M1214        5     0.75001
M1215        5     0.78126
M1216        5     0.81251
M1217        5     0.84376
M1218        5     0.87501
M1219        5     0.90626
M1220        5     0.93751
M1221        5     0.96876
M1222        5     1.00001
M1223        5     1.03126
M1224        5     1.06251
M1225        5     1.09376
M1226        5     1.12501
M1227        5     1.15626
M1228        5     1.18751
M1229        5     1.21876
M1230        5     1.25001
M1231        5     1.28126
M1232        5     1.31251
M1233        5     1.34376
M1234        5     1.40626
M1235        5     1.43751
M1236        5     1.46876
M1237        5     1.50001
M1238        5     1.53126
M1239        5     1.56251
M1240        5     1.59376
M1241        5     1.65626
M1242        5     1.68751
M1243        5     1.71876
M1244        5     1.75001
M1245        5     1.78126
M1246        5     1.84376
M1247        5     1.87501
M1248        5     1.90626
M1249        5     1.93751
M1250        5     1.96876
M1251        5     2.00001
M1252        5     2.03126
M1253        5     2.06251
M1254        5     2.09376
M1255        5     2.12501
M1256        5     2.15626
M1257        5     2.18751
M1258        5     2.21876
M1259        5     2.25001
M1260        5     2.28126
M1261        5     2.31251
M1262        5     2.34376
M1263        5     2.37501
M1264        5     2.40626
M1265        5     2.43751
M1266        5     2.46876
M1267        5     2.50001
M1268        5     2.53126
M1269        5     2.59376
M1270        5     2.62501
M1271        5     2.65626
M1272        5     2.68751
M1273        5     2.71876
M1274        5     2.75001
M1275        5     2.78126
M1276        5     2.81251
M1277        5     2.84376
M1278        5     2.87501
M1279        5     2.90626
M1280        5     2.93751
M1281        5     2.96876
M1282        5     3.00001
M1283        5     3.03126
M1284        5     3.06251
M1285        5     3.09376
M1286        5     3.12501
M1287        5     3.15626
M1288        5     3.18751
M1289        5     3.21876
M1290        5     3.25001
M1291        5     3.28126
M1292        5     3.31251
M1293        5     3.34376
M1294        5     3.37501
M1295        5     3.40626
M1296        5     3.43751
M1297        5     3.46876
M1298        5     3.50001
M1299        5     3.53126
M1300        5     3.56251
M1301        5     3.62501
M1302        5     3.65626
M1303        5     3.68751
M1304        5     3.71876
M1305        5     3.75001
M1306        5     3.78126
M1307        5     3.81251
M1308        5     3.84376
M1309        5     3.87501
M1310        5     3.90626
M1311        5     3.93751
M1312        5     3.96876
M1313        5     4.00001
M1314        5     4.03126
M1315        5     4.06251
M1316        5     4.09376
M1317        5     4.12501
M1318        5     4.15626
M1319        5     4.18751
M1320        5     4.21876
M1321        5     4.25001
M1322        5     4.28126
M1323        5     4.31251
M1324        5     4.34376
M1325        5     4.37501
M1326        5     4.40626
M1327        5     4.43751
M1328        5     4.46876
M1329        5     4.50001
M1330        5     4.53126
M1331        5     4.56251
M1332        5     4.59376
M1333        5     4.62501
M1334        5     4.65626
M1335        5     4.68751
M1336        5     4.71876
M1337        5     4.75001
M1338        5     4.78126
M1339        5     4.81251
M1340        5     4.84376
M1341        5     4.87501
M1342        5     4.90626
M1343        5     4.93751
M1344        5     4.96876
M1345        5     5.00001
M1346        5     5.03125
M1347        5     5.06250
M1348        5     5.09375
M1349        5     5.12500
M1350        5     5.15625
M1351        5     5.18750
M1352        5     5.21875
M1353        5     5.25000
M1354        5     5.31250
M1355        5     5.34375
M1356        5     5.37500
M1357        5     5.40625
M1358        5     5.43750
M1359        5     5.46875
M1360        5     5.50000
M1361        5     5.53125
