ID          Chr    Position
M1100        4     7.31250
M1101        4     7.34375
M1102        4     7.37500
M1103        4     7.40625
M1104        4     7.43750
M1105        4     7.46875
M1106        4     7.50000
M1107        4     7.53125
M1108        4     7.56250
M1109        4     7.59375
M1110        4     7.62500
M1111        4     7.65625
M1112        4     7.68750
M1113        4     7.71875
M1114        4     7.78125
M1115        4     7.81250
M1116        4     7.84375
M1117        4     7.87500
M1118        4     7.90625
M1119        4     7.93750
M1120        4     7.96875
M1121        4     8.00000
M1122        4     8.03125
M1123        4     8.06250
M1124        4     8.09375
M1125        4     8.12500
M1126        4     8.15625
M1127        4     8.18750
M1128        4     8.21875
M1129        4     8.25000
M1130        4     8.28125
M1131        4     8.31250
M1132        4     8.34375
M1133        4     8.37500
M1134        4     8.40625
M1135        4     8.43750
M1136        4     8.46875
M1137        4     8.50000
M1138        4     8.53125
M1139        4     8.56250
M1140        4     8.59375
M1141        4     8.62500
M1142        4     8.65625
M1143        4     8.68750
M1144        4     8.75000
M1145        4     8.78125
M1146        4     8.81250
M1147        4     8.84375
M1148        4     8.87500
M1149        4     8.90625
M1150        4     8.93750
M1151        4     8.96875
M1152        4     9.00000
M1153        4     9.03125
M1154        4     9.06250
M1155        4     9.09375
M1156        4     9.12500
M1157        4     9.15625
M1158        4     9.18750
M1159        4     9.21875
M1160        4     9.25000
M1161        4     9.28125
M1162        4     9.31250
M1163        4     9.37500
M1164        4     9.40625
M1165        4     9.50000
M1166        4     9.53125
M1167        4     9.56250
M1168        4     9.59375
M1169        4     9.62500
M1170        4     9.65625
M1171        4     9.68750
M1172        4     9.71875
M1173        4     9.75000
M1174        4     9.81250
M1175        4     9.84375
M1176        4     9.96875
M1177        4    10.00000
M1178        5     0.00001
M1179        5     0.03126
M1180        5     0.09376
M1181        5     0.12501
M1182        5     0.15626
M1183        5     0.18751
M1184        5     0.21876
M1185        5     0.25001
M1186        5     0.28126
M1187        5     0.31251
M1188        5     0.34376
M1189        5     0.37501
M1190        5     0.43751
M1191        5     0.46876
M1192        5     0.50001
M1193        5     0.53126
M1194        5     0.56251
M1195        5     0.59376
M1196        5     0.62501
M1197        5     0.65626
M1198        5     0.68751
M1199        5     0.71876
M1200        5     0.75001
M1201        5     0.78126
M1202        5     0.81251
M1203        5     0.84376
M1204        5     0.87501
M1205        5     0.90626
M1206        5     0.93751
M1207        5     0.96876
M1208        5     1.00001
M1209        5     1.03126
M1210        5     1.06251
M1211        5     1.09376
M1212        5     1.12501
M1213        5     1.15626
M1214        5     1.18751
M1215        5     1.21876
M1216        5     1.25001
M1217        5     1.28126
M1218        5     1.31251
M1219        5     1.34376
M1220        5     1.37501
M1221        5     1.40626
M1222        5     1.43751
M1223        5     1.46876
M1224        5     1.50001
M1225        5     1.53126
M1226        5     1.62501
M1227        5     1.65626
M1228        5     1.68751
M1229        5     1.71876
M1230        5     1.81251
M1231        5     1.90626
M1232        5     1.96876
M1233        5     2.00001
M1234        5     2.03126
M1235        5     2.06251
M1236        5     2.09376
M1237        5     2.12501
M1238        5     2.15626
M1239        5     2.18751
M1240        5     2.21876
M1241        5     2.25001
M1242        5     2.28126
M1243        5     2.31251
M1244        5     2.34376
M1245        5     2.37501
M1246        5     2.40626
M1247        5     2.43751
M1248        5     2.46876
M1249        5     2.50001
M1250        5     2.53126
M1251        5     2.56251
M1252        5     2.65626
M1253        5     2.68751
M1254        5     2.75001
M1255        5     2.78126
M1256        5     2.81251
M1257        5     2.87501
M1258        5     2.93751
M1259        5     2.96876
M1260        5     3.00001
M1261        5     3.03126
M1262        5     3.09376
M1263        5     3.12501
M1264        5     3.18751
M1265        5     3.21876
M1266        5     3.25001
M1267        5     3.28126
M1268        5     3.31251
M1269        5     3.34376
M1270        5     3.37501
M1271        5     3.43751
M1272        5     3.46876
M1273        5     3.50001
M1274        5     3.53126
M1275        5     3.56251
M1276        5     3.59376
M1277        5     3.62501
M1278        5     3.65626
M1279        5     3.68751
M1280        5     3.71876
M1281        5     3.75001
M1282        5     3.81251
M1283        5     3.87501
M1284        5     3.90626
M1285        5     3.93751
M1286        5     3.96876
M1287        5     4.00001
M1288        5     4.03126
M1289        5     4.06251
M1290        5     4.09376
M1291        5     4.12501
M1292        5     4.15626
M1293        5     4.18751
M1294        5     4.21876
M1295        5     4.28126
M1296        5     4.31251
M1297        5     4.34376
M1298        5     4.37501
M1299        5     4.40626
M1300        5     4.43751
M1301        5     4.46876
M1302        5     4.50001
M1303        5     4.53126
M1304        5     4.56251
M1305        5     4.59376
M1306        5     4.62501
M1307        5     4.65626
M1308        5     4.68751
M1309        5     4.75001
M1310        5     4.78126
M1311        5     4.81251
M1312        5     4.84376
M1313        5     4.87501
M1314        5     4.90626
M1315        5     4.93751
M1316        5     4.96876
M1317        5     5.00001
M1318        5     5.03125
M1319        5     5.06250
M1320        5     5.09375
M1321        5     5.12500
M1322        5     5.15625
M1323        5     5.18750
M1324        5     5.21875
M1325        5     5.25000
M1326        5     5.28125
M1327        5     5.31250
M1328        5     5.34375
M1329        5     5.37500
M1330        5     5.40625
M1331        5     5.43750
M1332        5     5.46875
M1333        5     5.50000
M1334        5     5.56250
M1335        5     5.59375
M1336        5     5.62500
M1337        5     5.65625
M1338        5     5.68750
M1339        5     5.71875
M1340        5     5.75000
M1341        5     5.78125
M1342        5     5.81250
M1343        5     5.84375
M1344        5     5.90625
M1345        5     5.93750
M1346        5     5.96875
M1347        5     6.00000
M1348        5     6.03125
M1349        5     6.06250
M1350        5     6.09375
M1351        5     6.12500
M1352        5     6.15625
M1353        5     6.18750
M1354        5     6.25000
M1355        5     6.28125
M1356        5     6.31250
M1357        5     6.34375
M1358        5     6.37500
M1359        5     6.40625
M1360        5     6.43750
M1361        5     6.46875
